venue_id,id,category,phone_number,email,name,isClosed,bb,centroid,searchTags
DM_20518,Lv43194Ds3476761,clothing-accessories-shop,,,Studio 77,False,"[[55.75505906354855, 37.61360839707421], [55.754932197437796, 37.61388593925409]]","[55.754995785403395, 37.61374810415859]",
DM_20518,Lv43194Ds3476762,shop,,,Созвездие Красоты,False,"[[55.755108493944554, 37.613640008678935], [55.75505906354855, 37.61371240145882]]","[55.755083741122384, 37.61367600745077]",
DM_20518,Lv43194Ds3476779,shop,,,Упаковка,False,"[[55.75564207392709, 37.61479720284044], [55.755534418169475, 37.614940905294674]]","[55.75558815097017, 37.614868764605966]",
DM_20518,Lv43194Ds3476717,clothing-accessories-shop,,,Ilcott,False,"[[55.755517399331616, 37.61375171628032], [55.75536830034601, 37.61390474319945]]","[55.755446551697055, 37.613844981590454]",
DM_20518,Lv43194Ds3476725,clothing-accessories-shop,+7 (495) 7378555,,TERRANOVA,False,"[[55.75614908032761, 37.61433428154779], [55.75591412063759, 37.61467564502154]]","[55.756023844282886, 37.61449498810053]",fashion|women's clothing|casual|accessories|clothing store|men's clothing|children's clothing|kids clothing
DM_20518,Lv43194Ds3476739,clothing-accessories-shop,+7 (495) 7378547,inforu@colins.ru,COLIN'S,False,"[[55.75597015349638, 37.61494458277835], [55.755659844506326, 37.61542401823988]]","[55.75581625248855, 37.61518116567169]",men's jeans|clothing|casual clothing|clothing store|women's jeans|jeans
DM_20518,Lv43194Ds3476741,clothing-accessories-shop,+7 (495) 7378597,info.ladygentleman@ukritter.ru,lady & gentleman CITY,False,"[[55.75587786206925, 37.614738948555924], [55.75551931288125, 37.61515864417103]]","[55.75567476764599, 37.61493304022053]",
DM_20518,Lv43194Ds3476752,clothing-accessories-shop,,,Betty,False,"[[55.75472674895285, 37.613252624935946], [55.75463819795382, 37.613423177508615]]","[55.75468246047863, 37.61333815071718]",
DM_20518,Lv43194Ds3476773,restaurant,,,МУ-МУ,False,"[[55.75549621150709, 37.6141498418517], [55.75512174095567, 37.61493360013069]]","[55.75531976005897, 37.614519365400575]",
DM_20518,Lv43194Ds3476728,clothing-accessories-shop,+7 (495) 7378317,,adidas,False,"[[55.75649438255724, 37.614766307330115], [55.756243676984596, 37.61517738259889]]","[55.75635860211721, 37.614947788187344]",shoes|bags|socks|hats|sports goods|retro shoes|sporting goods|tennis|hardware|basketball|clothing|swimwear|accessories|sports products|sport shoes|eyewear|sport|jackets|vintage clothing accessories|sporty|pants & tights
DM_20518,Lv43194Ds3476713,clothing-accessories-shop,+7 (495) 7378331,,Paolo Conte,False,"[[55.75511789009614, 37.61338711766555], [55.75497037745991, 37.6135730237781]]","[55.75504934593889, 37.61347702114409]",
DM_20518,Lv43194Ds3493955,facility,,,Escalator,False,"[[55.755297314821526, 37.61380284727395], [55.75524983450283, 37.613859418687944]]","[55.75527240388314, 37.613830962361206]",
DM_20518,Lv43194Ds3476760,clothing-accessories-shop,+7 (495) 7378373,,mascotte,False,"[[55.75500491557608, 37.61356263807619], [55.754868759273165, 37.61382946293936]]","[55.75493652438563, 37.61368962179167]",
DM_20518,Lv43194Ds3476785,shop,,,Beauty Cosmetics,False,"[[55.75588966568134, 37.61452817254693], [55.75570462788918, 37.6147895939752]]","[55.75580237942168, 37.6147084096524]",
DM_20518,Lv43194Ds3476748,shop,,,Mywalit,False,"[[55.75599008804316, 37.61481784174391], [55.755936599368205, 37.61490544188138]]","[55.75596343316873, 37.6148620570987]",
DM_20518,Lv43194Ds3478559,atm-bank-exchange,,,ATM,False,"[[55.756335293195974, 37.61510954535813], [55.756335293195974, 37.61510954535813]]","[55.756335293195974, 37.61510954535813]",
DM_20518,Lv43194Ds3476718,shop,,,Swarovski,False,"[[55.75549325328015, 37.61389813768374], [55.75538829405223, 37.61398516194186]]","[55.755450400894276, 37.613930016415765]",watches|home décor|home decor|diamonds|jewelry|jewels|crystal products|crystal eyes|bracelets|jewelery|cut crystal|fashion|miniatures|jewellery|figurines|rings|crystal chandeliers|crystal accessories|accessories|fashion accessories
DM_20518,Lv43194Ds3476736,clothing-accessories-shop,+7 (495) 2257474,,ZARA,False,"[[55.75620260837374, 37.61532569706459], [55.755792691550795, 37.61587471997725]]","[55.75599997035329, 37.61565567164093]",clothes|women's clothing|fashion shop|clothing store|men's clothing|children's clothing
DM_20518,Lv43194Ds3476738,clothing-accessories-shop,+7 (495) 7378515,,Calliope,False,"[[55.75601242016344, 37.6150546286568], [55.75569326075967, 37.61553117290738]]","[55.75585546114123, 37.61529138058007]",women's clothing|men's clothes|accessories|women's clothes|men's clothing
DM_20518,Lv43194Ds3494077,bar-pub,,,O’Nail Bar,False,"[[55.75470882397634, 37.613423177508615], [55.75467253122374, 37.61348914574672]]","[55.75469064109419, 37.61345640022956]",
DM_20518,Lv43194Ds3476749,shop,,,Tissot,False,"[[55.7559365494567, 37.61466422636972], [55.755879595246796, 37.614755128527555]]","[55.75590863634265, 37.61471028453281]",
DM_20518,Lv43194Ds3476763,clothing-accessories-shop,,,Ugg Australia,False,"[[55.75513659691116, 37.61367011250584], [55.75501035938108, 37.613853216606216]]","[55.755071380608754, 37.61377074064089]",
DM_20518,Lv43194Ds3476740,clothing-accessories-shop,+7 (495) 2257456,customerservice@gaprussia.ru,GAP,False,"[[55.755931042643994, 37.614796831247546], [55.75559203461952, 37.61533442105318]]","[55.75576059184283, 37.61506421751145]",fragrances|sweaters|tall sizes|khakis|husky sizes|men's|jeans|body|fragrance|intimate apparel|clothing|personal care|casual|T-shirts|business casual|swimwear|accessories|scent|family|business|women|t-shirts|trendy casual
DM_20518,Lv43194Ds3476767,shop,,,Nika,False,"[[55.75542888372547, 37.61401356628018], [55.75534000669096, 37.614117120629196]]","[55.755384497865265, 37.61406569788273]",
DM_20518,Lv43194Ds3476724,clothing-accessories-shop,+7 (495) 7378350,,Bershka,False,"[[55.75605946879278, 37.614234201067426], [55.75587679479186, 37.61452847750647]]","[55.75596058436741, 37.61436418390975]",women's clothing|fashion shop|clothing store|men's clothing|children's clothing
DM_20518,Lv43194Ds3476727,clothing-accessories-shop,+7 (495) 7378457,office@melonfashion.ru,LOVE REPUBLIC,False,"[[55.75619710373063, 37.61456586309826], [55.75600634500899, 37.61485990530554]]","[55.75610187869807, 37.61471291274808]",
DM_20518,Lv43194Ds3476757,restaurant,,,Sinnabon,False,"[[55.75485848940812, 37.61326707062255], [55.75474962196708, 37.61338106471186]]","[55.754804355056166, 37.613324527523005]",
DM_20518,Lv43194Ds3476765,clothing-accessories-shop,,,Centro,False,"[[55.75532169535667, 37.6139077787634], [55.75506022813938, 37.61422459730016]]","[55.755183660761055, 37.614052610909795]",
DM_20518,Lv43194Ds3476709,shop,,,Grand Gudini,False,"[[55.75493950067038, 37.61305063210189], [55.75477744773083, 37.61332685228595]]","[55.754855895579496, 37.61318923703204]",
DM_20518,Lv43194Ds3476731,shop,,,THE BODY SHOP,False,"[[55.756178204774535, 37.61505471228233], [55.75612787269848, 37.615195209888476]]","[55.756153177670896, 37.615123414814676]",beauty products|females|sportswear|specialist|perfumery|natural care skin products|accessories|cosmetics store|fragrances|makeup|women's clothing|natural skin|beauty|skin|hair care|cosmetics shop|hip|body|chic|hair|casual|cosmetic products|business|bath
DM_20518,Lv43194Ds3476764,clothing-accessories-shop,,,Mirko Botticelli,False,"[[55.755226922225134, 37.61375318114938], [55.7549869601009, 37.614063104746165]]","[55.75510541825068, 37.61390028453245]",
DM_20518,Lv43194Ds3478626,atm-bank-exchange,,,ATM,False,"[[55.75549030031115, 37.61482532812738], [55.75549030031115, 37.61482532812738]]","[55.75549030031115, 37.61482532812738]",
DM_20518,Lv43194Ds3476729,clothing-accessories-shop,+7 (495) 9806582,,MEXX,False,"[[55.756328342655735, 37.61474237009369], [55.75608809200868, 37.615120322273235]]","[55.7562087790895, 37.614932190014656]",
DM_20518,Lv43194Ds3476708,clothing-accessories-shop,,,Belladonna,False,"[[55.754778755137934, 37.61308622073213], [55.75467361661121, 37.61323508484374]]","[55.754729203179245, 37.61315750947889]",
DM_20518,Lv43194Ds3476780,shop,,,Brown Art,False,"[[55.75531966543955, 37.61377957731848], [55.75523490614214, 37.61388837004691]]","[55.75526315134826, 37.61382041217816]",
DM_20518,Lv43194Ds3476784,shop,,,Платина Кострома,False,"[[55.75582293632167, 37.61436751974752], [55.755684842929, 37.61470726848857]]","[55.75573401647074, 37.61451650864603]",
DM_20518,Lv43194Ds3476751,shop,,,Bijoux Room,False,"[[55.75467918740884, 37.613191626015585], [55.754606183490004, 37.613294264738876]]","[55.75464271561445, 37.61324289142549]",
DM_20518,Lv43194Ds3476776,shop,,,Ремонт Одежды,False,"[[55.75478845136643, 37.613520441286354], [55.7547599340252, 37.61357868852628]]","[55.75477415244395, 37.61354987514373]",
DM_20518,Lv43194Ds3476707,food-drink,,,Седьмой Континент,False,"[[55.75474705806411, 37.61268494065731], [55.754477154867146, 37.613119536341905]]","[55.75461167586963, 37.61290268762827]",
DM_20518,Lv43194Ds3480997,facility,,,Elevator,False,"[[55.75578793881743, 37.614463963764535], [55.75573782397435, 37.61452593908491]]","[55.755762155268094, 37.6144954652668]",
DM_20518,Lv43194Ds3481012,facility,,,Escalator,False,"[[55.75620290103337, 37.61533214570386], [55.756143869605644, 37.61539484666576]]","[55.756173427019185, 37.615363368291824]",
DM_20518,Lv43194Ds3476716,clothing-accessories-shop,,,Victoria's Secret,False,"[[55.75546330280093, 37.61363439204522], [55.75531706652924, 37.6138212681858]]","[55.755387460493374, 37.61374343626626]",body care|shoes|skin care|store|men's clothing|fashion|fragrance|women's lingerie|intimate apparel|specialist|clothing|womenswear|accessories|panties|women|fragrances|women's clothing|skincare|fashion shop|make up|swimwear|sleepwear|appearel|sophisticated style
DM_20518,Lv43194Ds3476719,shop,,,Kalina Gold,False,"[[55.75555845781422, 37.61391774402528], [55.75546723605314, 37.614028288796085]]","[55.75551013313336, 37.61397725981581]",
DM_20518,Lv43194Ds3476726,clothing-accessories-shop,,,Adl/Adilisik,False,"[[55.756213580560825, 37.61443212068465], [55.755967633852435, 37.61478090848492]]","[55.75608471031346, 37.614598807883276]",
DM_20518,Lv43194Ds3476768,clothing-accessories-shop,+7 (495) 7378492,info@econica.ru,Эконика,False,"[[55.75545342396952, 37.614072152897734], [55.755297319813955, 37.61428287672648]]","[55.75537062405468, 37.61417002305428]",
DM_20518,Lv43194Ds3476774,shop,,,Яркая идея,False,"[[55.7555955107949, 37.614671697924], [55.75549214535069, 37.61481167925771]]","[55.75554539820034, 37.61474034311746]",
DM_20518,Lv43194Ds3476737,shop,,,swatch,False,"[[55.75606756897516, 37.615172371847336], [55.75589906567073, 37.615463849530144]]","[55.75598275389098, 37.61531938278926]",watches|diamonds|jewellery|clothing|rings|casual|accessories|young|wrists|bracelets
DM_20518,Lv43194Ds3476782,restaurant,+78495737856,,Movenpick,False,"[[55.75585288250164, 37.61437723187581], [55.75582182017634, 37.6144673668171]]","[55.7558368217499, 37.614423236128495]",
DM_20518,Lv43194Ds3476710,clothing-accessories-shop,,,Roberto Giancano,False,"[[55.75500190598616, 37.613175110344116], [55.75486727721198, 37.61344257399408]]","[55.754942990251315, 37.613303647505816]",
DM_20518,Lv43194Ds3476722,clothing-accessories-shop,+7 (495) 2257471,,Converse,False,"[[55.75588294684242, 37.61414239760434], [55.755764181457145, 37.614317200208305]]","[55.75582119851054, 37.61423588686857]",
DM_20518,Lv43194Ds3476770,clothing-accessories-shop,,,Calvin Klein Jeans,False,"[[55.75570534724261, 37.61418232830734], [55.75537495371855, 37.614533781417826]]","[55.75553633821052, 37.614365596217404]",men's jeans|jeans store|women's jeans|jeans
DM_20518,Lv43194Ds3476775,clothing-accessories-shop,,,Crocs,False,"[[55.754932342107764, 37.61343093883919], [55.754773476641546, 37.61363418703571]]","[55.75485451738757, 37.61352060771333]",children's shoes|shoes|footwear|men's shoes|women's shoes
DM_20518,Lv43194Ds3476721,clothing-accessories-shop,+7 (495) 7378301,,TOM TAILOR,False,"[[55.755820738148174, 37.61404522117686], [55.75558594680771, 37.61430985060421]]","[55.75571529124883, 37.614162973014885]",Polo Team|women's clothing|denim Female|accessories|minis|fashion shop|clothing store|denim Male|men's clothing|children's clothing
DM_20518,Lv43194Ds3476733,shop,,,Diamond Rain,False,"[[55.75653495004733, 37.615108869552806], [55.75642605784926, 37.61526643535994]]","[55.756482275871825, 37.61517717298737]",
DM_20518,Lv43194Ds3476720,shop,,,Yves Rocher,False,"[[55.755610607782614, 37.61399370973572], [55.75554393016686, 37.614112338573236]]","[55.75557870756761, 37.61404906935654]",
DM_20518,Lv43194Ds3476732,shop,,,Sun Season,False,"[[55.75655135099537, 37.615007073165295], [55.756508849847314, 37.61511816701334]]","[55.7565333077494, 37.615055408012545]",
DM_20518,Lv43194Ds3476745,clothing-accessories-shop,,,Element Of Style,False,"[[55.756090751691886, 37.615090010084465], [55.75603481193919, 37.61518125347327]]","[55.75606220531895, 37.61513533649974]",
